cpf,matricula,sobrenome,nome,email,data_de_ingresso
561.455.144-23, 201554043, Tolbert, Nickolas, nickolas.tolbert@jujubinha.com.br, Fri Nov 13 23:28:04 2015
037.968.273-50, 201030423, Brush, Margaret, margaret.brush@jujubinha.com.br, Mon Jan 18 08:53:17 2010
667.259.952-10, 201556538, Hill, James, james.hill@jujubinha.com.br, Sun Sep 13 09:44:42 2015
882.529.565-66, 201171520, Sanders, Virginia, virginia.sanders@jujubinha.com.br, Sat Feb 26 12:35:55 2011
269.486.561-22, 201703737, Fermin, Linda, linda.fermin@jujubinha.com.br, Fri Jun  9 19:35:42 2017
754.953.962-28, 201458735, Saxton, Rebecca, rebecca.saxton@jujubinha.com.br, Fri Nov  7 15:11:55 2014
898.703.885-29, 201385177, Russell, Catherine, catherine.russell@jujubinha.com.br, Sat Jul 13 16:19:37 2013
447.211.356-85, 201438615, Scott, Dorothy, dorothy.scott@jujubinha.com.br, Tue Sep  2 10:50:30 2014
263.331.630-19, 201226012, Keys, Carol, carol.keys@jujubinha.com.br, Mon Jun 25 05:24:05 2012
804.084.209-59, 201123867, Caples, Herman, herman.caples@jujubinha.com.br, Sat Jul 23 12:49:06 2011
225.921.787-26, 201400853, Flores, Loretta, loretta.flores@jujubinha.com.br, Sun Nov 23 20:42:24 2014
109.791.394-16, 201183797, Barnes, Jeanne, jeanne.barnes@jujubinha.com.br, Tue Nov  1 12:11:21 2011
878.006.971-38, 200800539, Figueredo, Jerry, jerry.figueredo@jujubinha.com.br, Wed Mar 26 16:26:14 2008
004.098.312-73, 201114798, Birden, Raymond, raymond.birden@jujubinha.com.br, Mon Mar 28 10:20:37 2011
345.173.446-42, 201208539, Hanks, Faye, faye.hanks@jujubinha.com.br, Sat Dec  1 19:39:26 2012
001.303.555-00, 201042968, Swan, Linda, linda.swan@jujubinha.com.br, Sun Oct  3 04:17:04 2010
990.086.853-65, 201252946, Montijo, Ronald, ronald.montijo@jujubinha.com.br, Tue Feb 28 22:34:18 2012
985.440.590-96, 201221842, Lopez, Annie, annie.lopez@jujubinha.com.br, Sun Oct  7 11:52:50 2012
831.719.365-29, 200872115, Hash, Ann, ann.hash@jujubinha.com.br, Sat Jul 12 18:31:39 2008
290.352.920-76, 201621324, Lau, Domingo, domingo.lau@jujubinha.com.br, Sat Nov 26 09:09:13 2016
816.736.187-32, 201221882, Miller, Shirley, shirley.miller@jujubinha.com.br, Thu Sep 27 22:01:19 2012
563.671.124-80, 201008927, Carey, Gordon, gordon.carey@jujubinha.com.br, Fri Apr 30 14:17:20 2010
976.448.967-90, 200816142, Patterson, Barbara, barbara.patterson@jujubinha.com.br, Wed Sep 17 08:35:30 2008
982.267.939-05, 200932053, Blank, David, david.blank@jujubinha.com.br, Mon Jan 12 15:18:37 2009
725.520.234-39, 201004474, Johnson, Susan, susan.johnson@jujubinha.com.br, Tue Mar 16 03:07:20 2010
645.127.364-82, 200812621, Alvarado, Claire, claire.alvarado@jujubinha.com.br, Sun Jul 13 04:10:17 2008
392.746.084-30, 201230761, Rhode, Sharon, sharon.rhode@jujubinha.com.br, Fri Mar  9 07:59:05 2012
689.855.398-07, 201699643, Esquivel, Eugene, eugene.esquivel@jujubinha.com.br, Mon Jun 20 16:57:51 2016
792.204.262-20, 201603197, Arcos, Judy, judy.arcos@jujubinha.com.br, Sat Apr  2 05:52:49 2016
300.249.266-60, 200927599, Thatcher, Theresa, theresa.thatcher@jujubinha.com.br, Tue Jul  7 14:31:32 2009
130.225.752-80, 201673938, Lafoe, Laquita, laquita.lafoe@jujubinha.com.br, Thu Sep 22 01:07:43 2016
195.610.519-19, 201593496, Koetter, Gary, gary.koetter@jujubinha.com.br, Wed Nov  4 18:01:11 2015
256.786.474-34, 201374919, Hunter, Eva, eva.hunter@jujubinha.com.br, Wed Jan 16 17:30:32 2013
849.324.179-37, 201462552, Hodges, Blanche, blanche.hodges@jujubinha.com.br, Sat May 24 06:50:24 2014
252.705.274-91, 201230099, Boucher, Sylvia, sylvia.boucher@jujubinha.com.br, Fri Apr 27 02:23:48 2012
049.903.715-88, 201085359, Licea, John, john.licea@jujubinha.com.br, Sun Jan  3 08:34:44 2010
070.126.824-60, 200878856, Tofflemire, Angelica, angelica.tofflemire@jujubinha.com.br, Tue Jan 22 11:59:28 2008
322.108.895-09, 201339112, Mccoy, Antonio, antonio.mccoy@jujubinha.com.br, Mon Sep 16 13:20:58 2013
619.847.943-41, 201463538, Johnson, Deidre, deidre.johnson@jujubinha.com.br, Sat Mar  1 20:52:12 2014
048.264.024-73, 201561583, Morin, Philip, philip.morin@jujubinha.com.br, Tue Aug 25 02:20:17 2015
109.723.750-01, 200975887, Hinton, Christopher, christopher.hinton@jujubinha.com.br, Sun Sep 27 05:51:59 2009
654.194.197-68, 201563396, Fernandez, David, david.fernandez@jujubinha.com.br, Fri Jun 19 05:43:59 2015
394.192.255-53, 200818987, Aguirre, Dale, dale.aguirre@jujubinha.com.br, Thu Jul 24 17:24:49 2008
905.227.620-15, 201117708, Dorsey, Donna, donna.dorsey@jujubinha.com.br, Wed Jul 20 22:04:21 2011
764.197.425-92, 200981930, Wright, Marvin, marvin.wright@jujubinha.com.br, Tue Nov 17 22:54:28 2009
693.830.028-22, 201650052, Merrett, Kevin, kevin.merrett@jujubinha.com.br, Thu Sep 29 18:01:52 2016
239.684.753-63, 201223581, Taylor, Peter, peter.taylor@jujubinha.com.br, Thu Nov  8 19:12:58 2012
950.733.190-19, 201433059, Haggerty, Elizabeth, elizabeth.haggerty@jujubinha.com.br, Wed Dec 24 11:32:53 2014
244.820.152-98, 201465576, Likes, Kenneth, kenneth.likes@jujubinha.com.br, Sat Sep 20 03:07:15 2014
911.937.978-33, 200939420, Shaw, Willie, willie.shaw@jujubinha.com.br, Sun Jan  4 20:19:20 2009
904.365.102-58, 201693783, Picard, Mary, mary.picard@jujubinha.com.br, Sat May 21 02:40:06 2016
558.336.656-75, 201579557, Gil, Alfred, alfred.gil@jujubinha.com.br, Fri Aug 28 05:17:19 2015
035.923.366-18, 201646252, Rice, Alan, alan.rice@jujubinha.com.br, Thu May 26 09:08:32 2016
261.106.088-18, 201686549, Barfield, Amy, amy.barfield@jujubinha.com.br, Wed Jun  1 06:24:03 2016
174.786.945-73, 201172572, Nakken, Julia, julia.nakken@jujubinha.com.br, Tue May 31 12:17:25 2011
324.064.636-12, 201179306, Turner, Eugene, eugene.turner@jujubinha.com.br, Sun Dec 18 23:48:30 2011
625.399.427-65, 200882824, Taylor, Stephany, stephany.taylor@jujubinha.com.br, Fri May 16 03:43:10 2008
506.946.035-88, 201456700, Bernier, Judy, judy.bernier@jujubinha.com.br, Tue Dec 16 21:09:09 2014
393.260.549-82, 201694118, Ruggles, Kathey, kathey.ruggles@jujubinha.com.br, Sat Nov 12 16:55:49 2016
080.335.915-22, 200915714, Hockensmith, John, john.hockensmith@jujubinha.com.br, Sat Mar 14 00:00:20 2009
945.337.533-76, 201042322, Dunn, Janet, janet.dunn@jujubinha.com.br, Sun Sep 19 13:15:51 2010
126.746.498-42, 201105987, Thomen, Warren, warren.thomen@jujubinha.com.br, Tue Sep  6 13:40:55 2011
424.370.324-57, 201037416, Stephens, Michael, michael.stephens@jujubinha.com.br, Thu Dec 16 11:26:29 2010
157.144.277-78, 201264351, Larson, Denny, denny.larson@jujubinha.com.br, Thu Jan  5 17:41:16 2012
741.484.054-32, 201111963, Mathson, Celia, celia.mathson@jujubinha.com.br, Sat May  7 11:24:48 2011
671.191.894-75, 200953532, Kemp, Jamie, jamie.kemp@jujubinha.com.br, Sun Jun 28 18:13:13 2009
926.004.088-37, 201036046, Rodriguez, Earle, earle.rodriguez@jujubinha.com.br, Wed Apr 21 18:39:14 2010
994.460.477-28, 201648190, Santana, Joseph, joseph.santana@jujubinha.com.br, Tue Mar  8 06:57:06 2016
187.963.987-92, 201290741, Ramaker, Martha, martha.ramaker@jujubinha.com.br, Tue Aug  7 23:06:53 2012
260.361.491-51, 201212434, Barksdale, Effie, effie.barksdale@jujubinha.com.br, Wed May 23 15:02:28 2012
502.119.246-58, 201658219, Mcquaid, Devin, devin.mcquaid@jujubinha.com.br, Wed Oct 12 08:17:08 2016
271.931.510-72, 200936297, Mackie, Margarita, margarita.mackie@jujubinha.com.br, Fri Jun  5 23:26:18 2009
607.301.866-88, 201229068, Norman, Bryan, bryan.norman@jujubinha.com.br, Tue May  1 02:08:18 2012
011.306.637-49, 200846892, Blake, Ivy, ivy.blake@jujubinha.com.br, Wed Dec 17 18:16:02 2008
654.522.423-72, 201289536, Komer, Patricia, patricia.komer@jujubinha.com.br, Mon Aug 27 19:58:01 2012
321.430.324-50, 201339446, Reid, Velma, velma.reid@jujubinha.com.br, Mon Aug  5 15:57:56 2013
755.790.836-59, 201132422, Moore, Charles, charles.moore@jujubinha.com.br, Sun Sep  4 06:39:41 2011
703.411.395-08, 201050116, Jones, Benjamin, benjamin.jones@jujubinha.com.br, Sun Oct 24 16:11:46 2010
529.730.732-85, 201314290, Porter, Myrtle, myrtle.porter@jujubinha.com.br, Thu Oct 24 17:11:29 2013
991.936.780-78, 201163909, Calhoun, Dale, dale.calhoun@jujubinha.com.br, Tue Feb  1 17:11:56 2011
798.687.556-56, 201496577, Carlo, Josephine, josephine.carlo@jujubinha.com.br, Thu Sep 18 10:16:15 2014
591.613.581-88, 201427568, Jefferson, Leah, leah.jefferson@jujubinha.com.br, Thu Dec 25 15:53:42 2014
831.810.565-94, 201558159, Hughes, Shanelle, shanelle.hughes@jujubinha.com.br, Thu Mar  5 07:52:14 2015
704.094.443-57, 201420620, Ramos, James, james.ramos@jujubinha.com.br, Mon Aug  4 21:38:58 2014
580.959.104-11, 201187588, Brown, Nelson, nelson.brown@jujubinha.com.br, Sat Nov  5 00:11:32 2011
456.106.627-00, 201673974, Leonard, Adrian, adrian.leonard@jujubinha.com.br, Sat Jun 25 19:14:57 2016
441.705.693-99, 201365087, Lewis, Larry, larry.lewis@jujubinha.com.br, Thu Dec 19 10:05:15 2013
675.729.481-20, 200831512, Brown, Mercedes, mercedes.brown@jujubinha.com.br, Tue Feb  5 05:45:12 2008
030.415.925-91, 201138703, Walsh, Joshua, joshua.walsh@jujubinha.com.br, Thu Oct  6 08:59:08 2011
795.344.502-72, 201054675, Mcmillion, Kristin, kristin.mcmillion@jujubinha.com.br, Mon Sep 13 10:07:53 2010
968.981.676-87, 201577902, Battle, Charles, charles.battle@jujubinha.com.br, Tue Jan  6 16:08:39 2015
481.012.811-08, 201401386, Gjertsen, Eugene, eugene.gjertsen@jujubinha.com.br, Fri Jul 11 22:46:25 2014
370.487.884-85, 201574238, Snyder, Carmen, carmen.snyder@jujubinha.com.br, Mon Apr  6 04:37:14 2015
191.448.725-55, 201419531, Carroll, Tamara, tamara.carroll@jujubinha.com.br, Tue Sep 23 11:35:00 2014
994.749.922-64, 200902481, Enriquez, Robert, robert.enriquez@jujubinha.com.br, Tue Mar 17 05:28:28 2009
199.648.879-46, 201045798, Vollstedt, Doris, doris.vollstedt@jujubinha.com.br, Tue Dec  7 21:14:18 2010
394.159.275-43, 201556125, Carriger, William, william.carriger@jujubinha.com.br, Mon Feb 23 03:36:46 2015
409.332.037-99, 200857104, Jones, Louann, louann.jones@jujubinha.com.br, Sun May 11 15:39:41 2008
197.230.893-25, 200990630, Crass, Jason, jason.crass@jujubinha.com.br, Tue Aug 25 02:44:24 2009
537.391.962-46, 201695354, Chapa, Kathleen, kathleen.chapa@jujubinha.com.br, Fri Jun  3 20:12:09 2016
386.313.394-50, 201261409, Manders, Patricia, patricia.manders@jujubinha.com.br, Mon May  7 18:22:42 2012
903.064.828-86, 201211695, Rosenbeck, Arthur, arthur.rosenbeck@jujubinha.com.br, Thu Aug 30 17:08:38 2012
351.732.762-56, 201272485, Ayala, Theresa, theresa.ayala@jujubinha.com.br, Sat Oct 20 11:00:37 2012
100.158.392-82, 201495391, Demateo, David, david.demateo@jujubinha.com.br, Sun Jun 29 10:43:46 2014
792.538.813-22, 201677757, Lester, Rosita, rosita.lester@jujubinha.com.br, Wed Apr 20 19:07:04 2016
974.422.398-70, 201349876, Wageman, Sandy, sandy.wageman@jujubinha.com.br, Sun Dec 22 11:19:07 2013
383.245.154-74, 201336445, Kelley, Dean, dean.kelley@jujubinha.com.br, Wed Dec 11 12:14:09 2013
230.702.069-68, 200923876, Button, Effie, effie.button@jujubinha.com.br, Fri Jul 31 22:06:02 2009
307.653.233-11, 201191614, Santiago, Norma, norma.santiago@jujubinha.com.br, Fri Mar 11 08:35:56 2011
583.051.519-76, 201343126, Ellis, Dianna, dianna.ellis@jujubinha.com.br, Tue Apr 23 09:29:39 2013
560.532.994-75, 201582056, Buterbaugh, Armando, armando.buterbaugh@jujubinha.com.br, Sun Jul 12 10:48:53 2015
458.543.039-13, 201101476, Higgenbotham, John, john.higgenbotham@jujubinha.com.br, Thu Nov 17 22:18:52 2011
250.024.755-50, 201323412, Kirby, Peter, peter.kirby@jujubinha.com.br, Fri Feb  8 15:57:10 2013
145.686.975-89, 201174805, Hardison, Karen, karen.hardison@jujubinha.com.br, Fri Feb  4 20:05:51 2011
020.007.194-38, 201623401, Derita, Stephen, stephen.derita@jujubinha.com.br, Sun Feb  7 15:42:47 2016
474.835.456-81, 200909772, Crum, Pedro, pedro.crum@jujubinha.com.br, Sat Jan 10 12:46:47 2009
039.876.082-36, 201157488, Porter, Myra, myra.porter@jujubinha.com.br, Fri May 13 08:39:22 2011
989.078.667-15, 201374918, Carleton, Sandra, sandra.carleton@jujubinha.com.br, Sat Mar 30 06:55:05 2013
319.091.993-75, 201124402, Fenwick, Elias, elias.fenwick@jujubinha.com.br, Thu Sep 15 05:04:40 2011
341.608.852-49, 201430668, Bell, Adam, adam.bell@jujubinha.com.br, Mon Dec 15 05:27:49 2014
255.443.817-83, 201502524, Langley, Rusty, rusty.langley@jujubinha.com.br, Mon Nov  9 03:37:00 2015
491.140.895-15, 201782168, Medeiros, Dayna, dayna.medeiros@jujubinha.com.br, Sat Apr  8 23:12:19 2017
851.801.961-69, 201175311, Nichols, Parthenia, parthenia.nichols@jujubinha.com.br, Sat Mar 12 23:29:31 2011
074.295.334-67, 201250672, Moates, Kyle, kyle.moates@jujubinha.com.br, Fri Aug 17 02:16:11 2012
703.861.095-97, 201786049, Michael, Jeremy, jeremy.michael@jujubinha.com.br, Mon May 22 10:53:58 2017
834.502.465-16, 201630646, Hrabal, Carol, carol.hrabal@jujubinha.com.br, Wed Jun 22 23:54:23 2016
642.138.515-37, 201499162, Rimer, James, james.rimer@jujubinha.com.br, Thu Jan  9 21:27:20 2014
315.121.725-76, 201076431, Click, Sherri, sherri.click@jujubinha.com.br, Tue Dec  7 11:55:54 2010
265.718.664-54, 200987050, Davis, Sandra, sandra.davis@jujubinha.com.br, Sat Mar 14 18:51:33 2009
147.451.562-64, 200878900, Washington, Dorothy, dorothy.washington@jujubinha.com.br, Wed May 28 02:04:11 2008
235.121.484-10, 201007423, Manney, Paige, paige.manney@jujubinha.com.br, Thu Mar 25 07:55:49 2010
174.200.769-89, 201654303, Diaz, Christopher, christopher.diaz@jujubinha.com.br, Sun Aug 28 07:52:30 2016
928.617.317-34, 201291071, Leonard, Lara, lara.leonard@jujubinha.com.br, Thu Jun 28 13:17:51 2012
862.172.927-07, 200948576, Shull, Anika, anika.shull@jujubinha.com.br, Wed Jun  3 01:36:49 2009
750.413.729-16, 201089661, James, Mildred, mildred.james@jujubinha.com.br, Wed Jul  7 12:37:19 2010
660.316.801-21, 201367536, Jenkins, George, george.jenkins@jujubinha.com.br, Wed Dec  4 13:16:46 2013
557.086.257-17, 201224345, Sampere, Jeffery, jeffery.sampere@jujubinha.com.br, Fri May 11 17:57:05 2012
799.064.934-98, 201557689, Rogers, Janine, janine.rogers@jujubinha.com.br, Thu Nov 12 12:57:01 2015
258.098.632-71, 201258260, Mendoza, Dennis, dennis.mendoza@jujubinha.com.br, Sun Jun  3 02:39:41 2012
196.855.030-68, 200895725, Littlefield, Rosa, rosa.littlefield@jujubinha.com.br, Wed Dec 31 08:27:09 2008
546.274.011-20, 201470029, Jones, Lucy, lucy.jones@jujubinha.com.br, Sun Jan 12 14:01:51 2014
568.486.037-10, 201492281, Vega, Kathleen, kathleen.vega@jujubinha.com.br, Thu Jul 10 08:37:35 2014
603.247.392-33, 201112411, Williamson, Teresa, teresa.williamson@jujubinha.com.br, Fri Feb 25 17:58:13 2011
095.457.599-63, 201234794, Adams, Lela, lela.adams@jujubinha.com.br, Tue May 22 07:00:04 2012
629.598.609-90, 201043635, Byron, Guy, guy.byron@jujubinha.com.br, Sat Dec 18 19:01:18 2010
455.710.592-71, 201038070, Hale, Charles, charles.hale@jujubinha.com.br, Tue Jul  6 22:43:23 2010
357.359.186-04, 201487641, Crivello, Deborah, deborah.crivello@jujubinha.com.br, Fri Mar 21 09:02:46 2014
331.213.822-67, 201384151, Staley, Lee, lee.staley@jujubinha.com.br, Fri Apr 19 04:13:38 2013
992.343.042-10, 201027046, Keith, Ricardo, ricardo.keith@jujubinha.com.br, Thu Oct 21 17:50:42 2010
835.957.641-84, 200922167, Garcia, Dana, dana.garcia@jujubinha.com.br, Sun Oct 11 11:38:26 2009
298.407.697-65, 201145797, Neal, Billie, billie.neal@jujubinha.com.br, Wed Nov 30 06:36:18 2011
285.424.147-96, 201539679, Rocha, John, john.rocha@jujubinha.com.br, Sat Jun  6 10:31:54 2015
052.627.313-58, 201305259, Ford, Scott, scott.ford@jujubinha.com.br, Thu May 30 10:35:23 2013
350.324.005-26, 201190093, Weaver, Francis, francis.weaver@jujubinha.com.br, Tue Dec  6 14:26:11 2011
211.964.944-00, 201122926, Ricciardi, Michele, michele.ricciardi@jujubinha.com.br, Wed May 25 09:47:54 2011
279.012.411-24, 200916966, Cohen, David, david.cohen@jujubinha.com.br, Sun Sep  6 05:46:15 2009
854.616.042-50, 201364890, Moore, Gerald, gerald.moore@jujubinha.com.br, Sat May  4 04:36:27 2013
290.774.818-63, 200828122, Lalinde, Gwendolyn, gwendolyn.lalinde@jujubinha.com.br, Fri Jun  6 14:02:20 2008
601.682.966-04, 201473030, Bookman, Derrick, derrick.bookman@jujubinha.com.br, Wed Nov 26 00:35:16 2014
703.948.196-87, 201269936, Rocha, Brandie, brandie.rocha@jujubinha.com.br, Fri Feb 24 13:55:06 2012
377.882.971-20, 201233400, Cook, Deborah, deborah.cook@jujubinha.com.br, Wed Oct 31 10:19:29 2012
767.073.050-60, 201341103, Palmer, James, james.palmer@jujubinha.com.br, Sat May 18 04:23:13 2013
373.648.609-57, 201612377, Whitaker, Steve, steve.whitaker@jujubinha.com.br, Sat Jan 30 03:59:47 2016
320.794.870-67, 201616758, Phillips, Stanley, stanley.phillips@jujubinha.com.br, Sat Dec 17 17:03:38 2016
561.490.244-51, 201269554, Wethje, Frances, frances.wethje@jujubinha.com.br, Wed Jul 18 08:39:30 2012
296.580.300-33, 201511231, Murray, Abigail, abigail.murray@jujubinha.com.br, Wed Oct 14 14:48:13 2015
350.205.642-85, 201535373, Breiter, Kenneth, kenneth.breiter@jujubinha.com.br, Sun Jun 14 08:11:36 2015
535.654.398-56, 201147378, Taylor, William, william.taylor@jujubinha.com.br, Tue Sep  6 18:32:43 2011
248.075.970-61, 201681010, Allen, William, william.allen@jujubinha.com.br, Sun Oct 23 19:53:41 2016
022.456.355-55, 200860944, Gonzalez, Brian, brian.gonzalez@jujubinha.com.br, Thu Feb  7 21:44:56 2008
428.631.132-44, 201009186, Timmons, Scott, scott.timmons@jujubinha.com.br, Thu Jan 21 13:37:51 2010
172.707.513-44, 201221823, Campbell, Mathew, mathew.campbell@jujubinha.com.br, Sun Jan 22 03:09:15 2012
885.815.344-69, 201414841, Esparza, John, john.esparza@jujubinha.com.br, Thu Dec 25 12:36:13 2014
843.751.851-91, 201100841, Fieck, Arthur, arthur.fieck@jujubinha.com.br, Sat Mar  5 15:58:50 2011
352.618.619-25, 201002625, Lawrence, Donna, donna.lawrence@jujubinha.com.br, Fri Aug 13 06:25:08 2010
815.205.981-60, 201248416, Cabiness, Daniel, daniel.cabiness@jujubinha.com.br, Sat Oct  6 08:17:45 2012
042.047.700-21, 200964736, Burt, Travis, travis.burt@jujubinha.com.br, Fri Jun 26 15:24:49 2009
035.855.512-61, 201194513, Andrews, Stephen, stephen.andrews@jujubinha.com.br, Tue Mar  8 16:40:46 2011
761.642.284-67, 200892182, Gonzalez, James, james.gonzalez@jujubinha.com.br, Mon Aug 25 02:29:09 2008
797.794.377-75, 201224819, Smith, James, james.smith@jujubinha.com.br, Mon Aug 13 10:31:35 2012
598.394.829-24, 201065454, Moses, William, william.moses@jujubinha.com.br, Sat Nov  6 14:16:25 2010
789.457.892-25, 201375530, Garcia, Cindy, cindy.garcia@jujubinha.com.br, Mon Jun 24 03:42:26 2013
797.899.132-33, 201068995, Delorey, Carolyn, carolyn.delorey@jujubinha.com.br, Sun Sep 19 03:24:45 2010
990.813.366-94, 200949054, Easley, Tammy, tammy.easley@jujubinha.com.br, Tue Jun 16 09:27:54 2009
719.594.121-65, 201632851, Layton, Timothy, timothy.layton@jujubinha.com.br, Mon Mar 14 12:55:51 2016
944.753.453-04, 201396449, Anderson, Jerome, jerome.anderson@jujubinha.com.br, Fri Nov  8 20:33:29 2013
272.812.395-97, 200806226, Moncada, Rita, rita.moncada@jujubinha.com.br, Fri Jul 25 14:07:37 2008
345.224.666-35, 201620716, Patton, Thelma, thelma.patton@jujubinha.com.br, Tue May 31 11:43:42 2016
684.027.193-84, 201780969, Okoye, Reginald, reginald.okoye@jujubinha.com.br, Sun Jan 15 19:08:22 2017
974.352.110-20, 201162855, Jenkins, John, john.jenkins@jujubinha.com.br, Sat Sep 10 02:24:16 2011
244.838.843-39, 201588351, Delaney, James, james.delaney@jujubinha.com.br, Fri Nov 27 12:42:46 2015
384.799.898-03, 201125761, Maloch, Natasha, natasha.maloch@jujubinha.com.br, Sat Feb  5 08:29:59 2011
135.606.336-68, 201397491, Splawn, Matthew, matthew.splawn@jujubinha.com.br, Wed Jul 17 18:48:07 2013
921.671.106-46, 200926268, Harlan, Ethel, ethel.harlan@jujubinha.com.br, Mon Jun  1 15:19:33 2009
506.320.956-69, 200824408, Alexander, Gregory, gregory.alexander@jujubinha.com.br, Wed Apr  2 17:46:48 2008
757.133.540-81, 201439735, Starnes, Jamie, jamie.starnes@jujubinha.com.br, Sat Mar 22 06:17:45 2014
151.543.684-34, 201042978, Crosten, Gary, gary.crosten@jujubinha.com.br, Fri Sep 24 13:39:26 2010
428.112.122-52, 201460218, Sullivan, Ruth, ruth.sullivan@jujubinha.com.br, Mon Jun 16 01:45:38 2014
252.418.830-75, 201155735, Iberg, Michael, michael.iberg@jujubinha.com.br, Sat Dec 31 15:48:35 2011
444.177.545-63, 201665330, Douglas, Richard, richard.douglas@jujubinha.com.br, Tue Aug 16 23:21:28 2016
517.909.036-88, 200806579, Biltz, Scott, scott.biltz@jujubinha.com.br, Sat Nov  1 09:02:15 2008
459.731.570-66, 200914563, Pell, Cameron, cameron.pell@jujubinha.com.br, Sat Jun 27 04:14:13 2009
705.806.707-47, 200909224, Juarbe, Anthony, anthony.juarbe@jujubinha.com.br, Sun Dec 13 18:37:13 2009
260.121.265-41, 201052162, Baker, Jean, jean.baker@jujubinha.com.br, Thu Aug 12 19:27:34 2010
745.183.676-86, 200995314, Mcguire, Walter, walter.mcguire@jujubinha.com.br, Mon Jan 12 14:37:46 2009
029.678.839-98, 200951909, Rowles, Martin, martin.rowles@jujubinha.com.br, Sun Feb 15 08:02:44 2009
126.795.545-26, 201056085, Morgan, Kenneth, kenneth.morgan@jujubinha.com.br, Tue Jun 29 00:08:48 2010
471.913.848-34, 201501474, Ruggles, Christopher, christopher.ruggles@jujubinha.com.br, Mon Apr  6 22:53:17 2015
587.189.316-23, 201156365, Byron, Brian, brian.byron@jujubinha.com.br, Mon May 23 17:37:56 2011
963.290.879-97, 201115947, Mckee, Elisha, elisha.mckee@jujubinha.com.br, Sun Feb  6 16:52:23 2011
073.633.520-59, 201087032, Molter, Edward, edward.molter@jujubinha.com.br, Fri Oct  1 23:44:21 2010
358.350.355-13, 201069476, Terranova, Phyllis, phyllis.terranova@jujubinha.com.br, Mon Jan 25 00:40:57 2010
097.119.150-11, 201356652, Marsh, Wilson, wilson.marsh@jujubinha.com.br, Sun Jun  9 19:50:12 2013
216.093.156-85, 201061731, Adams, Mary, mary.adams@jujubinha.com.br, Thu Apr 15 23:13:59 2010
934.369.337-26, 200831642, Coombs, Coleen, coleen.coombs@jujubinha.com.br, Sat Dec 20 08:35:24 2008
712.843.164-28, 201511229, Wilkerson, Jackie, jackie.wilkerson@jujubinha.com.br, Tue Dec 22 05:54:27 2015
238.325.460-19, 201629058, Harris, Nancy, nancy.harris@jujubinha.com.br, Mon May 16 17:18:00 2016
589.195.883-01, 201124404, Carraway, Tracy, tracy.carraway@jujubinha.com.br, Tue Apr 26 07:07:47 2011
549.286.596-42, 201470600, Burtner, Carol, carol.burtner@jujubinha.com.br, Sun Aug 24 23:59:08 2014
400.597.227-98, 201636064, Starks, Alan, alan.starks@jujubinha.com.br, Wed Aug 31 22:06:45 2016
462.360.898-32, 201191849, Jacobs, Dana, dana.jacobs@jujubinha.com.br, Wed Jan 26 01:55:59 2011
430.667.808-31, 201370936, Bunch, James, james.bunch@jujubinha.com.br, Sun Aug 11 15:38:17 2013
889.435.146-12, 201320232, Belisle, Tammy, tammy.belisle@jujubinha.com.br, Sat Oct 12 18:16:13 2013
670.282.539-39, 201543941, Smith, Charles, charles.smith@jujubinha.com.br, Tue Oct 20 10:36:31 2015
421.179.647-78, 201019024, Roberts, Damian, damian.roberts@jujubinha.com.br, Wed Dec 22 14:28:30 2010
481.283.933-76, 201116504, Holden, Shirley, shirley.holden@jujubinha.com.br, Sat Nov 26 03:41:05 2011
491.468.899-05, 201529080, Woody, Gloria, gloria.woody@jujubinha.com.br, Mon May  4 06:34:56 2015
587.419.632-98, 201513575, Bailey, Margaret, margaret.bailey@jujubinha.com.br, Sat May  9 00:16:48 2015
160.473.845-89, 201502612, Bungard, Emily, emily.bungard@jujubinha.com.br, Tue Sep 29 06:10:28 2015
652.537.017-61, 201017397, Fields, Monique, monique.fields@jujubinha.com.br, Fri Jan 15 06:16:43 2010
346.489.566-19, 201485516, Mccracken, Amy, amy.mccracken@jujubinha.com.br, Thu Apr 24 21:05:45 2014
636.817.099-39, 201333302, Walles, Louis, louis.walles@jujubinha.com.br, Wed Jul 17 09:00:48 2013
312.529.243-78, 200970241, Vanos, William, william.vanos@jujubinha.com.br, Thu Oct  8 14:16:50 2009
104.654.720-37, 201560911, Dansereau, Robert, robert.dansereau@jujubinha.com.br, Mon Sep 14 13:13:18 2015
411.781.596-67, 201484221, Sokolsky, Glenn, glenn.sokolsky@jujubinha.com.br, Sun Jun 22 22:15:53 2014
934.971.478-53, 201167617, Johnson, Jose, jose.johnson@jujubinha.com.br, Sun May  8 06:10:50 2011
082.855.946-87, 201364930, Alligood, Henry, henry.alligood@jujubinha.com.br, Sat Nov 30 07:25:41 2013
269.457.402-84, 200817040, Medrano, Vincent, vincent.medrano@jujubinha.com.br, Mon Apr 21 11:36:57 2008
803.607.862-39, 201592825, Cauthon, Shawn, shawn.cauthon@jujubinha.com.br, Sat Feb  7 14:37:16 2015
097.785.199-80, 200985069, Daley, Mike, mike.daley@jujubinha.com.br, Sun Aug  9 07:15:32 2009
936.664.986-85, 200800789, Miller, Estela, estela.miller@jujubinha.com.br, Tue Sep  2 13:48:43 2008
535.457.860-77, 201114689, Ward, James, james.ward@jujubinha.com.br, Wed Mar  2 03:08:10 2011
